Date,Symbol,Adj Close,Close,High,Low,Open,Volume,Exchange,Shortname,Longname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,City,State,Country,Fulltimeemployees,Weight
2024-08-30,AAPL,228.7483367919922,229.0,230.3999938964844,227.47999572753903,230.19000244140625,52990800.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-03,AAPL,222.52517700195312,222.7700042724609,229.0,221.1699981689453,228.5500030517578,50190600.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-04,AAPL,220.6072998046875,220.8500061035156,221.77999877929688,217.47999572753903,221.66000366210935,43840200.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-05,AAPL,222.13560485839844,222.3800048828125,225.47999572753903,221.5200042724609,221.6300048828125,36615400.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-06,AAPL,220.57733154296875,220.82000732421875,225.2400054931641,219.7700042724609,223.9499969482422,48423000.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-09,AAPL,220.66722106933597,220.91000366210935,221.2700042724609,216.7100067138672,220.82000732421875,67180000.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-10,AAPL,219.86810302734372,220.1100006103516,221.47999572753903,216.72999572753903,218.9199981689453,51591000.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-11,AAPL,222.4152984619141,222.66000366210935,223.08999633789065,217.88999938964844,221.4600067138672,44587100.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-12,AAPL,222.52517700195312,222.7700042724609,223.5500030517578,219.82000732421875,222.5,37498200.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-13,AAPL,222.25547790527344,222.5,224.0399932861328,221.91000366210935,223.5800018310547,36766600.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-16,AAPL,216.082275390625,216.32000732421875,217.22000122070312,213.9199981689453,216.5399932861328,59357400.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-17,AAPL,216.5517425537109,216.7899932861328,216.8999938964844,214.5,215.75,45519300.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-18,AAPL,220.4474639892578,220.69000244140625,222.7100067138672,217.5399932861328,217.5500030517578,59894900.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-19,AAPL,228.61846923828125,228.8699951171875,229.82000732421875,224.6300048828125,224.9900054931641,66781300.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-20,AAPL,227.9492034912109,228.1999969482422,233.08999633789065,227.6199951171875,229.97000122070312,318679900.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-23,AAPL,226.2211151123047,226.47000122070312,229.4499969482422,225.80999755859372,227.33999633789065,54146000.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-24,AAPL,227.1201171875,227.3699951171875,229.3500061035156,225.72999572753903,228.6499938964844,43556100.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-25,AAPL,226.1212158203125,226.3699951171875,227.2899932861328,224.0200042724609,224.92999267578125,42308700.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-26,AAPL,227.26995849609372,227.5200042724609,228.5,225.41000366210935,227.3000030517578,36636700.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-27,AAPL,227.53965759277344,227.7899932861328,229.5200042724609,227.3000030517578,228.4600067138672,34026000.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-09-30,AAPL,232.7439422607422,233.0,233.0,229.6499938964844,230.0399932861328,54541900.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-01,AAPL,225.9614105224609,226.2100067138672,229.6499938964844,223.7400054931641,229.5200042724609,63285000.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-02,AAPL,226.53077697753903,226.77999877929688,227.3699951171875,223.0200042724609,225.88999938964844,32880600.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-03,AAPL,225.42198181152344,225.6699981689453,226.80999755859372,223.32000732421875,225.13999938964844,34044200.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-04,AAPL,226.55075073242188,226.8000030517578,228.0,224.1300048828125,227.8999938964844,37245100.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-07,AAPL,221.4463653564453,221.69000244140625,225.69000244140625,221.3300018310547,224.5,39505400.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-08,AAPL,225.5218811035156,225.7700042724609,225.97999572753903,223.25,224.3000030517578,31855700.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-09,AAPL,229.2877349853516,229.5399932861328,229.75,224.8300018310547,225.22999572753903,33591100.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-10,AAPL,228.7882843017578,229.0399932861328,229.5,227.1699981689453,227.77999877929688,28183500.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-11,AAPL,227.2999267578125,227.5500030517578,229.41000366210935,227.33999633789065,229.3000030517578,31759200.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-14,AAPL,231.0458068847656,231.3000030517578,231.72999572753903,228.6000061035156,228.6999969482422,39882100.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-15,AAPL,233.59300231933597,233.8500061035156,237.4900054931641,232.3699951171875,233.6100006103516,64751400.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-16,AAPL,231.5252685546875,231.77999877929688,232.1199951171875,229.83999633789065,231.6000061035156,34082200.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-17,AAPL,231.89486694335935,232.1499938964844,233.8500061035156,230.5200042724609,233.42999267578125,32993800.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-18,AAPL,234.74172973632807,235.0,236.17999267578125,234.00999450683597,236.17999267578125,46431500.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-21,AAPL,236.22010803222656,236.47999572753903,236.8500061035156,234.4499969482422,234.4499969482422,36254500.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-22,AAPL,235.60079956054688,235.8600006103516,236.22000122070312,232.6000061035156,233.88999938964844,38846600.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-23,AAPL,230.5063934326172,230.75999450683597,235.13999938964844,227.75999450683597,234.0800018310547,52287000.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-24,AAPL,230.31661987304688,230.57000732421875,230.82000732421875,228.41000366210935,229.97999572753903,31109500.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-25,AAPL,231.1556854248047,231.41000366210935,233.22000122070312,229.57000732421875,229.7400054931641,38802300.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-28,AAPL,233.14349365234372,233.3999938964844,234.72999572753903,232.5500030517578,233.32000732421875,36087100.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-29,AAPL,233.41319274902344,233.6699981689453,234.3300018310547,232.32000732421875,233.1000061035156,35417200.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-30,AAPL,229.8471221923828,230.1000061035156,233.47000122070312,229.5500030517578,232.6100006103516,47070900.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-10-31,AAPL,225.66172790527344,225.91000366210935,229.8300018310547,225.3699951171875,229.33999633789065,64370100.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-01,AAPL,222.6650238037109,222.91000366210935,225.3500061035156,220.2700042724609,220.97000122070312,65276700.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-04,AAPL,221.76600646972656,222.00999450683597,222.7899932861328,219.7100067138672,220.9900054931641,44944500.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-05,AAPL,223.2044219970703,223.4499969482422,223.9499969482422,221.13999938964844,221.8000030517578,28111300.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-06,AAPL,222.4752349853516,222.72000122070312,226.07000732421875,221.19000244140625,222.6100006103516,54561100.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-07,AAPL,227.22999572753903,227.47999572753903,227.8800048828125,224.57000732421875,224.6300048828125,42137700.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-08,AAPL,226.9600067138672,226.9600067138672,228.66000366210935,226.41000366210935,227.1699981689453,38328800.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-11,AAPL,224.22999572753903,224.22999572753903,225.6999969482422,221.5,225.0,42005600.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-12,AAPL,224.22999572753903,224.22999572753903,225.58999633789065,223.3600006103516,224.5500030517578,40398300.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-13,AAPL,225.1199951171875,225.1199951171875,226.6499938964844,222.75999450683597,224.00999450683597,48566200.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-14,AAPL,228.22000122070312,228.22000122070312,228.8699951171875,225.0,225.0200042724609,44923900.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-15,AAPL,225.0,225.0,226.9199981689453,224.2700042724609,226.3999938964844,47923700.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-18,AAPL,228.0200042724609,228.0200042724609,229.7400054931641,225.1699981689453,225.25,44686000.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-19,AAPL,228.27999877929688,228.27999877929688,230.16000366210935,226.66000366210935,226.97999572753903,36211800.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-20,AAPL,229.0,229.0,229.92999267578125,225.88999938964844,228.05999755859372,35169600.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-21,AAPL,228.5200042724609,228.5200042724609,230.16000366210935,225.7100067138672,228.8800048828125,42108300.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-22,AAPL,229.8699951171875,229.8699951171875,230.72000122070312,228.05999755859372,228.05999755859372,38168300.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-25,AAPL,232.8699951171875,232.8699951171875,233.25,229.7400054931641,231.4600067138672,90152800.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-26,AAPL,235.05999755859372,235.05999755859372,235.57000732421875,233.3300018310547,233.3300018310547,45986200.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-27,AAPL,234.92999267578125,234.92999267578125,235.69000244140625,233.80999755859372,234.47000122070312,33498400.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-11-29,AAPL,237.3300018310547,237.3300018310547,237.80999755859372,233.97000122070312,234.80999755859372,28481400.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-12-02,AAPL,239.58999633789065,239.58999633789065,240.7899932861328,237.16000366210935,237.2700042724609,48137100.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-12-03,AAPL,242.6499938964844,242.6499938964844,242.75999450683597,238.8999938964844,239.80999755859372,38861000.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-12-04,AAPL,243.00999450683597,243.00999450683597,244.1100006103516,241.25,242.8699951171875,44383900.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-12-05,AAPL,243.0399932861328,243.0399932861328,244.5399932861328,242.1300048828125,243.9900054931641,40033900.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-12-06,AAPL,242.83999633789065,242.83999633789065,244.6300048828125,242.0800018310547,242.91000366210935,36870600.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-12-09,AAPL,246.75,246.75,247.2400054931641,241.75,241.8300018310547,44649200.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-12-10,AAPL,247.7700042724609,247.7700042724609,248.2100067138672,245.33999633789065,246.88999938964844,36914800.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-12-11,AAPL,246.4900054931641,246.4900054931641,250.8000030517578,246.25999450683597,247.9600067138672,45205800.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-12-12,AAPL,247.9600067138672,247.9600067138672,248.7400054931641,245.67999267578125,246.94500732421875,29983256.0,NMS,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,247.96,3748113678336.0,134660997120.0,0.061,Cupertino,CA,United States,164000.0,0.0660914004924592
2024-07-01,BRK-B,405.1900024414063,405.1900024414063,409.6700134277344,403.8200073242188,408.0899963378906,2974100.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-02,BRK-B,407.1000061035156,407.1000061035156,407.3900146484375,403.9200134277344,404.0199890136719,3220900.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-03,BRK-B,405.7699890136719,405.7699890136719,407.1600036621094,404.2200012207031,407.1600036621094,1970300.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-05,BRK-B,411.1700134277344,411.1700134277344,411.3999938964844,405.0299987792969,406.239990234375,5149200.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-08,BRK-B,409.0799865722656,409.0799865722656,413.7900085449219,408.0,411.2699890136719,3559500.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-09,BRK-B,410.5199890136719,410.5199890136719,413.7099914550781,408.6400146484375,409.4200134277344,2989700.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-10,BRK-B,413.7900085449219,413.7900085449219,413.9599914550781,409.3999938964844,410.80999755859375,3791800.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-11,BRK-B,418.7799987792969,418.7799987792969,419.2000122070313,412.0,413.989990234375,4065200.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-12,BRK-B,424.4400024414063,424.4400024414063,427.4500122070313,419.7000122070313,420.2300109863281,4834600.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-15,BRK-B,434.4200134277344,434.4200134277344,434.7099914550781,425.2999877929688,425.5899963378906,4594900.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-16,BRK-B,438.8999938964844,438.8999938964844,439.0499877929688,434.0199890136719,437.3999938964844,4293700.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-17,BRK-B,445.6099853515625,445.6099853515625,446.1499938964844,437.8399963378906,437.8500061035156,4776600.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-18,BRK-B,441.8200073242188,441.8200073242188,449.25,439.5700073242188,445.6199951171875,4638300.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-19,BRK-B,434.4700012207031,434.4700012207031,442.7999877929688,433.3500061035156,442.6700134277344,4158800.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-22,BRK-B,435.9800109863281,435.9800109863281,438.1099853515625,432.1199951171875,435.0499877929688,2995700.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-23,BRK-B,434.010009765625,434.010009765625,437.9200134277344,433.4700012207031,437.3399963378906,2393000.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-24,BRK-B,432.7999877929688,432.7999877929688,435.4100036621094,430.7300109863281,433.989990234375,3143700.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-25,BRK-B,433.2900085449219,433.2900085449219,439.6300048828125,431.6000061035156,431.6000061035156,3334300.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-26,BRK-B,437.6600036621094,437.6600036621094,439.0,434.1000061035156,435.6600036621094,2717600.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-29,BRK-B,438.30999755859375,438.30999755859375,439.4400024414063,435.489990234375,438.010009765625,2620000.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-30,BRK-B,441.260009765625,441.260009765625,443.8900146484375,439.1400146484375,439.510009765625,3736400.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-07-31,BRK-B,438.5,438.5,440.8500061035156,437.739990234375,439.8500061035156,3798800.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-08-01,BRK-B,431.80999755859375,431.80999755859375,440.6099853515625,430.9500122070313,439.6700134277344,3892300.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
2024-08-02,BRK-B,428.3599853515625,428.3599853515625,436.25,423.489990234375,429.7699890136719,4251500.0,NYQ,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,458.63,988214657024.0,149547008000.0,-0.002,Omaha,NE,United States,396500.0,0.0174254295026845
