timestamp,Biking,Boating,Bowling,Dancing,Doing aerobics,Doing yoga,Golfing,Hiking,Participating in martial arts,Participating in water sports,Playing baseball,Playing basketball,Playing billiards,Playing football,Playing soccer,Playing volleyball,Rollerblading,Running,"Skiing, ice skating, snowboarding",Softball,Using cardiovascular equipment,Vehicle touring/racing,Walking,"Working out, unspecified"
955.0,644.0,631.0,175.0,189.0,93.9,110.0,1651.901,314.0,46.5,2742.505,391.0,1652.594,332.0,754.0,533.0,265.0,280.0,865.0,303.0,274.0,622.0,378.0,2832.388,1476.329
960.0,721.0,647.0,167.0,205.0,94.2,141.0,1680.631,322.0,46.5,2988.447,434.0,1684.288,357.0,890.0,625.0,313.0,277.0,1036.514,308.0,318.0,749.0,370.0,3646.284,1791.14
965.0,600.0,548.0,145.0,174.0,93.2,133.0,1468.478,265.0,57.5,2675.847,417.0,1703.062,299.0,865.0,588.0,295.0,275.0,994.0,247.0,305.0,699.0,373.0,3196.197,1746.116
970.0,604.0,546.0,152.0,174.0,87.6,156.0,1496.265,260.0,59.1,2708.288,426.0,1715.054,313.0,860.0,657.0,292.0,286.0,1028.266,246.0,305.0,752.0,383.0,3087.635,1812.766
975.0,607.0,534.0,156.0,174.0,105.0,192.0,1502.26,246.0,61.7,2706.707,445.0,1726.384,327.0,894.0,698.0,292.0,267.0,1038.222,281.0,319.0,806.0,379.0,3248.589,1858.244
980.0,594.0,545.0,152.0,183.0,109.0,184.0,1491.535,249.0,49.7,2669.221,453.0,1750.687,319.0,911.0,746.0,284.0,258.0,967.0,273.0,324.0,772.0,378.0,3169.744,1844.774
985.0,594.0,542.0,179.0,185.0,96.5,213.0,1555.267,247.0,43.5,2621.941,456.0,1794.924,321.0,911.0,741.0,284.0,245.0,989.0,281.0,322.0,724.0,359.0,3094.667,1803.661
990.0,669.0,578.0,187.0,192.0,120.0,226.0,1580.606,255.0,49.4,2696.82,467.0,1899.031,351.0,962.0,749.0,302.0,245.0,1142.548,281.0,327.0,755.0,377.0,3390.878,1967.361
995.0,627.0,531.0,209.0,169.0,111.0,211.0,1478.341,213.0,37.4,2401.158,416.0,1906.52,312.0,920.0,726.0,259.0,227.0,999.0,238.0,312.0,734.0,350.0,3134.267,1883.716
1000.0,640.0,513.0,218.0,175.0,132.0,206.0,1549.288,217.0,37.4,2436.489,429.0,1933.576,314.0,914.0,720.0,256.0,221.0,989.0,236.0,283.0,798.0,364.0,3174.344,1954.283
1005.0,645.0,519.0,221.0,175.0,137.0,204.0,1554.684,219.0,39.6,2441.553,416.0,2028.252,303.0,894.0,718.0,256.0,224.0,1022.68,239.0,300.0,731.0,370.0,3196.071,1994.072
1010.0,579.0,504.0,238.0,134.0,105.0,207.0,1520.02,205.0,39.6,2460.015,418.0,1931.444,295.0,907.0,746.0,250.0,228.0,989.0,238.0,290.0,753.0,360.929,3168.679,1928.537
1015.0,600.0,504.0,238.0,148.0,140.0,212.0,1499.108,207.0,43.6,2479.241,424.0,1936.557,303.0,912.0,754.0,256.0,222.0,1010.797,238.0,290.0,813.0,361.0,3139.635,1894.376
1020.0,666.0,554.0,287.0,167.0,148.0,238.0,1591.541,201.0,67.9,2610.826,454.0,2089.858,327.0,967.0,764.0,256.0,213.0,1065.788,248.0,287.0,1023.771,394.0,3911.304,2201.27
1025.0,636.0,455.0,270.0,162.0,141.0,219.0,1491.581,153.0,62.0,2296.016,416.0,1957.626,300.0,724.0,700.0,231.0,177.0,902.0,154.0,240.0,973.0,318.0,3274.473,2161.471
1030.0,651.0,444.0,270.0,188.0,165.0,301.0,1513.776,155.0,83.2,2322.085,426.0,1965.156,293.0,721.0,797.0,229.0,175.0,872.0,148.0,250.0,1140.769,316.0,3277.56,2275.253
1035.0,694.0,439.0,274.0,215.0,200.0,314.0,1496.897,146.0,81.5,2369.115,426.0,1950.137,317.0,726.0,778.0,246.0,193.0,936.0,148.0,245.0,1164.541,302.0,3288.274,2441.069
1040.0,686.0,433.0,287.0,231.0,236.0,273.0,1495.009,156.0,73.5,2303.008,414.0,1952.876,325.0,729.0,789.0,267.0,184.0,942.0,116.0,261.0,1129.663,310.0,3167.819,2374.795
1045.0,704.0,407.0,279.0,234.0,234.0,311.0,1466.231,154.0,75.2,2323.097,405.0,1973.314,328.0,757.0,794.0,300.0,184.0,927.0,99.1,280.0,1125.103,318.0,3093.244,2430.961
1050.0,759.0,405.0,288.0,236.0,330.0,354.0,1453.241,147.0,94.3,2469.723,418.0,2033.371,359.0,801.0,793.0,298.0,202.0,1195.31,106.0,284.0,1257.41,315.0,3581.883,2698.236
1055.0,728.0,366.0,279.0,197.0,329.0,351.0,1287.369,105.0,94.3,2206.948,407.0,1851.638,344.0,727.0,805.0,276.0,207.0,1101.132,74.0,260.0,1119.16,281.0,3294.217,2493.284
1060.0,748.0,380.0,320.0,218.0,323.0,346.0,1260.603,95.4,94.3,2157.187,403.0,1766.698,342.0,751.0,770.0,279.0,221.0,1066.985,72.6,251.0,1189.194,218.0,3258.078,2530.125
1065.0,746.0,394.0,333.0,237.0,401.0,411.0,1270.403,125.0,123.0,2106.832,416.0,1725.085,359.0,709.0,763.0,286.0,227.0,1083.373,72.6,279.0,1175.945,228.0,3492.334,2564.813
1070.0,734.0,397.0,388.0,229.0,401.0,384.0,1245.963,120.0,121.0,2049.734,399.0,1697.445,354.0,701.0,786.0,317.0,213.0,1074.192,69.4,276.0,1205.058,228.0,3505.224,2531.397
1075.0,721.0,413.0,382.0,240.0,412.0,399.0,1251.984,120.0,121.0,2017.165,360.0,1765.989,363.0,706.0,767.0,321.0,222.0,991.0,50.9,314.0,1198.148,223.0,3420.745,2500.078
1080.0,829.0,419.0,495.0,254.0,462.0,427.0,1305.738,121.0,143.0,2102.186,368.0,1815.439,389.0,745.0,798.0,351.0,222.0,1030.291,55.7,369.0,1218.212,241.0,3980.059,2779.345
1085.0,773.0,336.0,602.0,217.0,436.0,400.0,1091.655,117.0,155.0,1761.762,308.0,1530.935,410.0,635.0,638.0,270.0,185.0,898.0,43.2,373.0,1171.124,167.0,3539.754,2436.566
1090.0,762.0,331.0,718.0,237.0,457.0,398.0,1079.748,115.0,168.0,1714.403,308.0,1492.224,433.0,630.0,640.0,286.0,180.0,948.0,43.2,395.0,1181.385,166.0,3605.562,2509.762
1095.0,790.0,355.0,825.0,212.0,457.0,395.0,1089.829,115.0,162.0,1764.02,305.0,1554.332,458.0,649.0,611.0,317.0,178.0,979.0,43.2,395.0,1186.619,164.0,3798.686,2485.852
1100.0,770.0,310.0,893.0,238.0,464.0,383.0,1053.016,108.0,162.0,1748.564,284.0,1580.925,489.0,602.0,631.0,355.0,178.0,968.0,61.9,412.0,1150.261,158.0,3735.456,2445.193
1105.0,751.0,341.0,923.0,239.0,436.0,398.0,1024.63,89.2,168.0,1671.064,294.0,1570.445,503.0,572.0,591.0,360.0,168.0,927.0,61.9,427.0,1142.091,164.0,3728.43,2424.908
1110.0,830.0,343.0,989.0,262.0,447.0,390.0,1005.377,101.0,223.0,1704.249,281.0,1655.937,566.0,590.0,628.0,362.0,168.0,1003.124,69.3,450.0,1145.271,187.0,4298.614,2641.905
1115.0,734.72,318.0,983.0,293.0,333.0,372.0,868.0,79.6,238.0,1495.521,223.0,1494.438,563.0,450.0,628.0,322.0,162.0,800.0,69.3,492.0,1045.001,186.0,3733.435,2464.329
1120.0,697.0,309.0,1035.461,319.0,340.0,353.0,853.0,77.6,238.0,1526.296,262.0,1517.579,569.0,423.0,644.0,330.0,156.0,773.0,69.3,508.0,1016.754,192.0,3882.018,2469.33
1125.0,691.0,316.0,1122.683,337.0,329.0,356.0,872.0,79.3,262.0,1580.176,260.0,1532.094,614.0,422.0,644.0,357.0,160.0,808.0,74.6,538.0,1029.929,218.0,3981.715,2559.689
1130.0,683.0,302.0,1131.712,336.0,275.0,283.0,847.0,76.3,238.0,1552.377,254.0,1552.95,624.0,422.0,636.0,395.0,149.0,825.0,72.5,544.0,1064.163,211.0,3831.273,2464.255
1135.0,647.0,312.0,1138.852,338.0,275.0,270.0,816.0,79.7,244.0,1558.439,267.0,1610.586,625.0,410.0,566.0,393.0,159.0,806.0,72.5,559.0,1012.704,209.0,3662.674,2445.016
1140.0,721.0,335.0,1216.863,403.0,273.0,258.0,818.0,79.7,276.0,1610.109,295.0,1671.32,653.0,415.0,592.0,407.0,234.0,861.0,97.0,580.0,1209.637,252.0,4418.842,2729.676
1145.0,612.0,252.0,1193.1,378.0,218.0,252.0,706.0,68.1,275.0,1307.592,253.0,1481.821,678.0,338.0,523.0,432.0,209.0,774.0,113.0,549.0,1028.002,220.0,3702.115,2386.375
1150.0,597.0,254.0,1172.407,369.0,210.0,278.0,714.0,68.1,305.0,1311.143,261.0,1519.724,679.0,331.0,509.0,456.0,204.0,771.0,113.0,594.0,1031.482,224.0,3825.35,2439.654
1155.0,609.0,264.0,1200.327,408.0,212.0,305.0,716.0,68.1,288.0,1370.526,261.0,1541.281,720.0,356.0,533.0,467.0,192.0,738.0,113.0,540.0,1058.506,223.0,3781.396,2493.577
1160.0,573.0,264.0,1187.352,402.0,188.0,318.0,674.0,47.1,286.0,1326.844,281.0,1550.949,725.0,358.0,567.0,459.0,188.0,666.0,100.0,549.0,1024.662,207.0,3495.423,2352.747
1165.0,580.0,235.0,1199.111,419.0,172.0,291.0,663.0,47.1,286.0,1268.514,268.0,1579.19,708.0,366.0,599.0,475.0,172.0,628.0,103.0,537.0,1018.07,203.0,3432.985,2211.677
1170.0,541.0,259.0,1232.7,489.0,183.0,290.0,665.0,39.7,303.0,1424.333,260.0,1601.121,754.0,378.0,633.0,459.0,178.0,618.0,108.0,595.0,1021.872,211.0,3982.421,2355.152
1175.0,394.0,233.0,1180.241,477.0,137.0,253.0,601.0,37.8,264.0,1266.157,229.0,1483.796,715.0,364.197,490.0,462.0,157.0,621.0,95.7,549.0,894.0,191.0,3370.304,1945.096
1180.0,392.0,224.0,1209.371,492.0,111.0,290.0,586.0,37.8,253.0,1250.51,209.0,1506.735,752.0,353.0,504.0,468.0,157.0,674.0,95.7,549.0,882.0,200.0,3288.161,1994.962
1185.0,352.0,207.0,1162.078,486.0,107.0,304.0,567.0,42.7,244.0,1184.608,223.0,1522.09,744.0,357.0,490.0,471.0,168.0,627.0,95.7,536.0,831.0,207.0,3293.918,1933.423
1190.0,342.0,197.0,1145.808,492.0,99.0,266.0,496.0,38.8,252.0,1164.734,174.0,1508.64,754.0,355.0,469.0,405.0,168.0,539.0,96.2,510.0,689.0,187.0,3087.625,1843.298
1195.0,331.0,197.0,1157.819,506.0,87.2,237.0,456.0,36.1,252.0,1146.856,154.0,1492.62,760.0,338.0,469.0,405.0,168.0,521.0,100.0,507.0,622.0,187.0,3018.577,1827.363
1200.0,381.0,209.0,1169.678,552.0,94.3,270.0,447.0,33.0,221.0,1177.669,191.0,1463.699,777.0,344.0,488.0,429.0,176.0,605.0,100.0,547.0,760.0,224.0,3541.41,2076.783
1205.0,304.0,163.0,1080.286,527.0,76.5,257.0,320.0,27.2,163.0,843.0,170.0,1295.29,771.0,281.0,461.0,352.0,146.0,526.0,97.3,470.0,689.0,193.0,2729.652,1723.138
1210.0,288.0,155.0,1134.551,554.0,71.8,262.0,314.0,28.6,159.0,831.0,172.0,1278.311,774.0,285.0,406.0,357.0,146.0,523.0,97.3,498.0,636.0,191.0,2733.51,1640.143
1215.0,361.0,155.0,1144.735,556.0,76.6,247.0,322.0,28.6,163.0,838.0,172.0,1181.376,788.0,281.0,400.0,313.0,159.0,570.0,97.3,457.0,588.0,193.0,2604.255,1556.696
1220.0,306.0,150.0,1138.932,587.0,90.7,171.0,297.0,17.9,173.0,825.0,160.0,1128.517,785.0,249.0,393.0,303.0,159.0,488.0,93.4,461.0,565.0,191.0,2444.793,1536.608
1225.0,284.0,138.0,1124.464,594.0,125.0,166.0,297.0,48.4,170.0,755.0,160.0,1093.172,781.0,245.0,352.0,303.0,155.0,483.0,93.4,460.0,548.0,191.0,2302.473,1534.453
1230.0,279.0,140.0,1182.575,649.0,138.0,194.0,298.0,55.6,168.0,821.0,160.0,1045.279,778.0,245.0,349.0,311.0,155.0,487.0,96.4,450.0,517.0,195.0,2512.752,1588.744
1235.0,236.0,113.0,1095.991,602.0,109.0,153.0,206.0,48.1,147.0,663.0,149.0,815.0,722.0,256.0,308.0,269.0,133.0,468.0,83.4,364.0,506.0,179.0,2022.054,1355.032
1240.0,236.0,111.0,1110.473,595.0,95.2,160.0,190.0,48.1,142.0,673.0,151.0,799.0,745.0,253.0,308.0,272.0,133.0,480.0,83.4,352.0,556.0,192.0,1936.971,1299.479
1245.0,230.0,117.0,1101.542,622.0,92.7,137.0,179.0,48.1,147.0,641.0,138.0,795.0,770.0,253.0,311.0,294.0,135.47,510.0,83.4,344.0,512.0,177.0,1850.761,1302.296
1250.0,195.0,115.0,1065.697,620.0,90.4,126.0,150.0,43.2,142.0,575.0,138.0,711.0,770.0,253.0,303.0,261.0,126.0,465.0,83.4,306.0,525.0,161.0,1661.886,1196.534
1255.0,177.0,115.0,1067.531,622.0,87.3,126.0,141.0,43.2,142.0,576.0,132.0,690.0,767.0,253.0,297.0,261.0,126.0,434.0,64.7,296.0,523.0,159.0,1480.378,1183.228
1260.0,169.0,113.0,1076.415,676.0,86.1,146.0,107.0,43.2,122.0,577.0,132.0,690.0,815.0,243.0,309.0,253.0,139.0,480.785,64.7,290.0,570.0,159.0,1669.444,1417.426
1265.0,153.0,54.0,907.0,612.0,70.3,90.9,81.2,41.5,95.2,418.0,104.0,498.0,785.0,174.0,125.0,196.0,135.0,411.0,62.9,196.0,462.0,147.0,1193.24,1175.946
1270.0,135.0,47.8,919.0,615.0,54.8,81.7,57.9,41.5,85.7,395.0,104.0,463.0,738.0,174.0,125.0,196.0,150.0,384.0,40.8,196.0,414.0,140.0,1122.066,1214.158
1275.0,134.0,44.7,914.0,673.0,49.9,75.8,57.9,39.6,78.6,410.0,104.0,443.0,761.0,174.0,79.7,189.0,146.0,350.0,44.6,159.0,403.0,144.0,1167.038,1274.692
1280.0,87.9,44.7,880.0,691.0,52.7,87.9,57.9,39.6,64.7,373.0,110.0,420.0,776.0,158.0,59.9,167.0,149.0,322.0,48.1,159.0,398.0,144.0,1061.931,1078.464
1285.0,82.5,44.7,872.0,699.0,49.5,90.2,46.9,39.6,64.7,358.0,104.0,450.0,773.0,149.0,51.9,167.0,134.0,318.0,48.1,158.0,354.0,144.0,998.0,1043.568
1290.0,58.1,54.0,853.0,745.0,40.5,90.0,46.9,32.4,65.7,376.0,104.0,436.501,815.0,149.0,58.0,183.0,127.0,353.0,45.3,144.0,388.0,144.0,1077.976,1085.545
1295.0,53.5,43.1,651.0,669.0,16.3,66.0,26.9,30.5,51.5,293.0,90.8,356.0,711.0,94.6,53.4,129.0,127.0,324.0,41.6,134.0,351.0,126.0,826.0,829.0
1300.0,53.5,43.1,636.0,657.0,16.3,46.1,22.1,30.5,51.5,289.0,90.8,359.0,725.0,83.3,53.4,124.0,129.0,314.0,41.6,134.0,336.0,99.6,844.0,787.0
1305.0,53.5,47.0,622.0,666.0,11.5,39.0,22.1,30.5,51.5,278.0,82.1,356.0,763.0,80.6,53.4,124.0,127.0,312.0,38.6,134.0,333.0,99.6,847.0,795.0
1310.0,53.5,55.4,554.0,691.0,12.8,27.7,12.3,30.5,51.5,271.0,72.7,348.0,791.0,80.6,44.6,113.0,127.0,155.0,36.8,134.0,312.0,92.7,763.0,799.0
1315.0,47.0,55.4,573.0,696.0,9.94,17.8,12.3,30.5,56.9,246.0,72.7,344.0,776.0,80.6,44.6,113.0,129.0,162.0,36.8,134.0,283.0,96.6,707.0,749.0
1320.0,30.8,55.4,578.0,719.0,18.8,9.87,12.3,30.5,63.4,253.0,72.7,347.0,820.0,80.6,44.6,136.0,127.0,149.0,36.8,127.0,305.0,96.6,753.0,840.0
1325.0,18.5,43.8,475.0,643.0,17.5,5.07,12.3,30.5,30.7,185.0,33.0,177.0,686.0,39.2,25.1,107.0,59.7,127.0,19.7,93.5,231.0,52.6,405.0,753.0
1330.0,18.5,35.4,437.0,660.0,10.2,11.2,12.3,30.5,30.7,169.0,33.0,178.0,740.0,39.2,22.7,85.7,30.5,101.0,19.7,93.5,224.0,52.6,431.0,762.0
1335.0,18.5,35.4,449.0,654.0,8.86,11.2,4.04,30.5,30.7,175.0,33.0,164.0,732.0,39.2,22.7,85.7,30.5,101.0,19.7,93.5,163.0,49.5,413.0,729.0
1340.0,18.5,35.4,409.0,688.0,8.86,6.15,4.04,30.5,30.7,187.0,33.0,148.0,703.0,45.8,22.7,85.7,30.5,93.3,19.7,70.2,139.0,37.9,398.0,641.0
1345.0,18.5,35.4,404.0,682.0,8.86,6.15,4.04,0.0,30.7,182.0,33.0,135.0,665.0,45.8,22.7,85.7,30.5,80.3,19.7,63.8,159.0,37.9,322.0,581.0
1350.0,18.5,54.4,405.0,711.0,8.86,35.5,1.61,0.0,30.7,182.0,33.0,138.0,676.0,45.8,24.8,85.7,30.5,75.4,19.7,63.8,200.0,50.7,325.0,617.0
1355.0,16.0,54.4,358.0,662.0,19.1,29.4,2.69,0.0,15.3,136.0,26.5,116.0,652.0,45.8,13.4,42.5,27.1,68.0,19.7,41.9,174.0,40.3,229.0,517.0
1360.0,16.0,54.4,347.0,674.0,19.1,35.6,2.69,0.0,15.3,146.0,26.5,131.0,649.0,45.8,13.4,36.4,27.1,68.0,19.7,41.9,157.0,40.3,233.0,488.0
1365.0,20.5,56.3,327.0,723.0,19.1,29.4,2.69,0.0,15.3,137.0,26.5,92.6,627.0,45.8,13.4,36.4,27.1,35.2,19.7,33.5,185.0,40.3,226.0,470.0
1370.0,22.4,56.3,337.0,719.0,10.3,33.5,2.69,0.0,15.3,141.0,26.5,85.2,623.0,45.8,13.4,36.4,27.1,33.1,19.7,33.5,174.0,40.3,192.0,313.0
1375.0,22.4,56.3,336.0,680.0,10.3,24.8,5.27,0.0,15.3,143.0,26.5,72.4,615.0,45.8,9.43,36.4,27.1,40.3,17.7,33.5,154.0,36.3,189.0,256.0
1380.0,22.4,56.3,331.0,719.0,16.7,30.2,5.27,0.0,9.92,145.0,26.5,88.4,631.0,45.8,9.43,36.4,27.1,35.0,13.6,33.5,148.0,37.9,227.0,250.0
1385.0,20.5,54.4,253.0,604.0,16.7,9.5,5.27,0.0,9.92,76.5,0.0,78.8,489.0,39.7,9.43,36.4,5.51,45.9,13.6,12.4,135.0,36.8,197.0,245.0
1390.0,17.1,54.4,253.0,584.0,16.7,16.1,22.0,0.0,9.92,63.2,0.0,78.8,486.0,39.7,2.14,36.4,5.51,45.9,13.6,12.4,133.0,36.8,185.0,174.0
1395.0,17.1,54.4,241.0,600.0,25.9,16.1,22.0,0.0,9.92,51.9,0.0,76.6,466.0,39.7,2.14,36.4,5.51,45.9,13.6,12.4,139.0,36.8,204.0,143.0
1400.0,17.1,54.4,241.0,603.0,25.9,16.1,19.4,0.0,9.92,29.0,0.0,72.7,470.0,39.7,2.14,36.4,5.51,36.5,13.6,7.72,119.0,36.8,195.0,140.0
1405.0,19.8,54.4,228.0,584.0,25.9,16.1,19.4,0.0,9.92,29.0,0.0,72.7,475.0,39.7,2.14,36.4,5.51,36.5,13.6,0.0,89.3,36.8,196.0,133.0
1410.0,19.8,54.4,234.0,594.0,25.9,18.7,19.4,0.0,9.92,29.0,0.0,51.3,473.0,39.7,2.14,36.4,18.3,29.3,13.6,0.0,99.5,36.8,198.0,121.0
1415.0,9.04,41.3,165.0,569.0,19.5,13.3,19.4,0.0,0.0,20.2,0.0,51.3,430.0,6.62,0.0,0.0,18.3,29.3,1.82,0.0,87.9,35.0,171.0,93.0
1420.0,9.04,41.3,165.0,589.0,19.5,13.3,19.4,0.0,0.0,20.2,0.0,42.1,429.0,6.62,0.0,0.0,18.3,15.8,1.82,0.0,87.9,35.0,152.0,93.9
1425.0,7.22,41.3,159.0,594.0,19.5,6.75,17.8,0.0,0.0,20.2,0.0,27.5,409.0,6.62,0.0,0.0,18.3,15.8,1.82,0.0,88.6,35.0,114.0,93.6
1430.0,7.22,22.3,119.0,595.0,10.3,2.65,17.8,0.0,0.0,20.2,0.0,17.6,404.0,6.62,0.0,0.0,18.3,12.2,1.82,0.0,87.8,29.8,102.0,80.6
1435.0,7.22,22.3,119.0,603.0,10.3,2.65,17.8,0.0,0.0,20.2,0.0,17.6,403.0,6.62,0.0,0.0,12.8,1.3,1.82,0.0,86.2,29.8,102.0,90.8
